,Symbol,RalatedParty,EndDate,ISExit,Relationship,RegisterAddress,DirectHoldingRatio,IndirectHoldingRatio,Sub_Symbol,Name,is_foreign,is_subsidiary_listed,ind
0,000001,平安理财有限责任公司,2022-12-31,0,上市公司的子公司,中国深圳,100,,,平安银行,0,0,发行公募与私募理财产品、理财顾问和咨询服务等资产管理相关业务
1,000002,北京万科物业服务有限公司,2022-12-31,0,上市公司的子公司,北京,,56.06,,万科A,0,0,物业服务
2,000002,上海万科物业服务有限公司,2022-12-31,0,上市公司的子公司,上海,,56.06,,万科A,0,0,物业服务
3,000002,南京万科物业管理有限公司,2022-12-31,0,上市公司的子公司,南京,,56.06,,万科A,0,0,物业服务
4,000002,佛山市万科物业服务有限公司,2022-12-31,0,上市公司的子公司,佛山,,56.06,,万科A,0,0,物业服务
5,000002,东莞市万科物业服务有限公司,2022-12-31,0,上市公司的子公司,东莞,,56.06,,万科A,0,0,物业服务
6,000002,广州市万科物业服务有限公司,2022-12-31,0,上市公司的子公司,广州,,56.06,,万科A,0,0,物业服务
7,000002,深圳市万科物业服务有限公司,2022-12-31,0,上市公司的子公司,深圳,,56.06,,万科A,0,0,物业服务
8,000002,万物云空间科技服务股份有限公司,2022-12-31,0,上市公司的子公司,深圳,50.92,5.14,,万科A,0,0,物业服务
18,000002,天津万科物业服务有限公司,2022-12-31,0,上市公司的子公司,天津,,56.06,,万科A,0,0,物业服务
20,000002,沈阳万科物业服务有限公司,2022-12-31,0,上市公司的子公司,沈阳,,56.06,,万科A,0,0,物业服务
21,000002,武汉市万科物业服务有限公司,2022-12-31,0,上市公司的子公司,武汉,,56.06,,万科A,0,0,物业服务
25,000002,环山集团股份有限公司,2022-12-31,0,上市公司的子公司,青岛,,99.33,,万科A,0,0,养殖
26,000002,珠海市泊寓公寓管理有限公司,2022-12-31,0,上市公司的子公司,珠海,,100,,万科A,0,0,长租公寓
27,000002,万科物流发展有限公司,2022-12-31,0,上市公司的子公司,上海,75,,,万科A,0,0,仓储服务
28,000002,吉林省松花湖国际度假区开发有限公司,2022-12-31,0,上市公司的子公司,吉林,,100,,万科A,0,0,旅游度假
29,000002,Vanke Holdings USA LLC,2022-12-31,0,上市公司的子公司,美国,,100,,万科A,1,0,投资
30,000002,东莞市万科建筑技术研究有限公司,2022-12-31,0,上市公司的子公司,东莞,100,,,万科A,0,0,其他
31,000002,万科置业地产(香港)有限公司,2022-12-31,0,上市公司的子公司,香港,49,51,,万科A,0,0,投资
32,000002,万科置业(香港)有限公司,2022-12-31,0,上市公司的子公司,香港,,100,,万科A,0,0,投资
33,000002,万科地产(香港)有限公司,2022-12-31,0,上市公司的子公司,香港,80,20,,万科A,0,0,投资
34,000002,福建伯恩物业集团有限公司,2022-12-31,0,上市公司的子公司,福州,,56.06,,万科A,0,0,物业服务
35,000002,上海阳光智博生活服务集团有限公司,2022-12-31,0,上市公司的子公司,上海,,56.06,,万科A,0,0,物业管理、商业综合体管理服务
36,000002,CWVS Holding Limited,2022-12-31,0,上市公司的子公司,开曼群岛,,36.44,,万科A,1,0,商企物业管理服务、设施物业管理服务
37,000002,深圳市万睿智能科技有限公司,2022-12-31,0,上市公司的子公司,深圳,,56.06,,万科A,0,0,智能科技
38,000002,长春万科物业服务有限公司,2022-12-31,0,上市公司的子公司,长春,,56.06,,万科A,0,0,物业服务
39,000002,成都万科物业服务有限公司,2022-12-31,0,上市公司的子公司,成都,,56.06,,万科A,0,0,物业服务
83,000004,北京智游网安科技有限公司,2022-12-31,0,上市公司的子公司,北京市,100,,,国华网安,0,0,移动应用安全服务
84,000004,深圳市国华物安科技有限公司,,,,,,,,,,,软件技术开发及服务
85,000004,深圳市国华智安科技有限公司,,,,,,,,,,,软件技术开发及服务
86,000004,山东中安恒宁应急产业集团有限公司,2022-12-31,0,上市公司的子公司,淄博市,,51,,国华网安,0,0,专业技术服务业
87,000004,四川智游网安科技有限公司,2022-12-31,0,上市公司的子公司,成都市,,100,,国华网安,0,0,软件技术开发及服务
88,000004,深圳市爱内测科技有限公司,2022-12-31,0,上市公司的子公司,深圳市,,100,,国华网安,0,0,软件技术开发及服务
89,000004,深圳国科投资有限公司,2022-12-31,0,上市公司的子公司,深圳市,100,,,国华网安,0,0,企业投资
90,000004,贵阳智游网安科技有限公司,2022-12-31,0,上市公司的子公司,贵阳市,,100,,国华网安,0,0,软件技术开发及服务
91,000004,深圳市移动信安技术服务有限公司,2022-12-31,0,上市公司的子公司,深圳市,,100,,国华网安,0,0,软件技术开发及服务
92,000004,北京中安恒宁科技有限公司,2022-12-31,0,上市公司的子公司,北京市,,51,,国华网安,0,0,软件技术开发及服务
93,000004,深圳爱加密科技有限公司,2022-12-31,0,上市公司的子公司,深圳市,,100,,国华网安,0,0,软件技术开发及服务
94,000004,极客信安(成都)科技有限公司,2022-12-31,0,上市公司的联营企业,成都,23,,,国华网安,0,0,互联网和相关服务
95,000004,深圳市国华创讯科技有限公司,,,,,,,,,,,软件技术开发及服务
96,000004,深圳智游网安科技有限公司,2022-12-31,0,上市公司的子公司,深圳市,,100,,国华网安,0,0,软件技术开发及服务
97,000004,山东智游网安科技有限公司,2022-12-31,0,上市公司的子公司,淄博市,,95,,国华网安,0,0,软件技术开发及服务
98,000004,深圳市国华鸿智科技有限公司,,,,,,,,,,,软件技术开发及服务
101,000005,深圳国际商务有限公司,2022-12-31,0,上市公司的子公司,深圳市,100,,,ST 星源,0,0,商务咨询
103,000005,星源重装(深圳)海洋科技有限公司,2022-12-31,0,上市公司的子公司,深圳市,100,,,ST 星源,0,0,服务业
104,000005,厦门智慧空间教育服务有限公司,2022-12-31,0,上市公司的子公司,厦门,100,,,ST 星源,0,0,教育
105,000005,深圳市新德利新能源汽车租赁有限公司,2022-12-31,0,上市公司的子公司,深圳市,,100,,ST 星源,0,0,汽车租赁、充电站服务
107,000005,富岛电力投资(香港)有限公司,,,,,,,,,,,水电投资开发
108,000005,博世华环保科技德国有限公司,,,,,,,,,,,贸易业
109,000005,厦门智慧空间生物科技有限公司,,,,,,,,,,,教育
110,000005,富岛电力投资(印尼)有限公司,,,,,,,,,,,水电投资开发
111,000005,世纪星源巴厘水资源系统有限公司,,,,,,,,,,,水资源开发投资
112,000005,深圳世纪星源物业发展有限公司,2022-12-31,0,上市公司的子公司,深圳市,100,,,ST 星源,0,0,房地产
114,000005,深圳市清研紫光投资有限公司,2022-12-31,0,上市公司的子公司,深圳市,100,,,ST 星源,0,0,投资
115,000005,深圳市创意星源城市能源投资发展有限公司,2022-12-31,0,上市公司的子公司,深圳市,90,,,ST 星源,0,0,投资
117,000005,深圳市博经闻资讯技术有限公司,2022-12-31,0,上市公司的子公司,深圳市,,100,,ST 星源,0,0,资讯服务
118,000005,深圳智慧空间物业管理服务有限公司,2022-12-31,0,上市公司的子公司,深圳市,75,25,,ST 星源,0,0,物业管理
120,000005,上海大名星苑酒店有限公司,2022-12-31,0,上市公司的子公司,上海市,,100,,ST 星源,0,0,酒店服务
121,000005,浙江博世华环保科技有限公司,2022-12-31,0,上市公司的子公司,杭州市,82.53,,,ST 星源,0,0,环保业务
122,000005,浙江贝格勒环保设备有限公司,2022-12-31,0,上市公司的子公司,杭州市,,100,,ST 星源,0,0,制造业
123,000005,浙江博格沃膜科技有限公司,2022-12-31,0,上市公司的子公司,杭州市,,100,,ST 星源,0,0,制造业
125,000005,贵州博世华环保科技有限公司,2022-12-31,0,上市公司的子公司,贵州铜仁市,,100,,ST 星源,0,0,环保工程
126,000005,深圳小茶餐饮管理有限公司,2022-12-31,0,上市公司的子公司,深圳市,,100,,ST 星源,0,0,餐饮管理
127,000005,赣州环博环保科技有限公司,2022-12-31,0,上市公司的子公司,江西,,100,,ST 星源,0,0,环保工程
128,000005,云南誉博环保科技有限公司,2022-12-31,0,上市公司的子公司,云南,,90,,ST 星源,0,0,环保服务及运营
129,000005,浙江博世华环保产业园有限公司,2022-12-31,0,上市公司的子公司,杭州市,,100,,ST 星源,0,0,投资
132,000005,深圳市海立方生物科技有限公司,2022-12-31,0,上市公司的子公司,深圳市,51,,,ST 星源,0,0,生物科技
133,000005,深圳市中环星苑房地产开发有限公司,2022-12-31,0,上市公司的联营企业,深圳,36,,,ST 星源,0,0,房地产开发
134,000005,景宁博世华环保科技有限公司,2022-12-31,0,上市公司的子公司,丽水市,,100,,ST 星源,0,0,环保工程
135,000006,深圳市振业贸易发展有限公司,2022-12-31,0,上市公司的子公司,广东深圳,100,,,深振业A,0,0,贸易
136,000006,河源市振业深河投资置业有限公司,2022-12-31,0,上市公司的子公司,广东河源,50,,,深振业A,0,0,房地产开发
137,000006,深圳市建设(集团)公司金属结构制品厂,2022-12-31,0,上市公司的子公司,广东深圳,100,,,深振业A,0,0,制造业
138,000006,天津市振业资产管理有限公司,2022-12-31,0,上市公司的子公司,天津,100,,,深振业A,0,0,资产经营及房地产投资
139,000006,西安振业房地产开发有限公司,2022-12-31,0,上市公司的子公司,陕西西安,100,,,深振业A,0,0,房地产开发
140,000006,惠州市惠阳区振业创新发展有限公司,2022-12-31,0,上市公司的子公司,广东惠州,82,5,,深振业A,0,0,房地产开发
141,000006,贵州振业房地产开发有限公司,2022-12-31,0,上市公司的子公司,贵州遵义,100,,,深振业A,0,0,房地产开发
143,000006,广州市振业置地房地产开发有限公司,2022-12-31,0,上市公司的子公司,广东广州,100,,,深振业A,0,0,房地产开发
144,000006,深圳市振业城市建设投资发展有限公司,2022-12-31,0,上市公司的子公司,广东深圳,100,,,深振业A,0,0,旧改项目策划及房地产、工程管理咨询服务
145,000006,深圳市振业公寓管理有限公司,,,,,,,,,,,房地产租赁
146,000006,深圳市振业百瑞纪投资运营有限公司,,,,,,,,,,,房地产租赁
147,000006,天津振业津海房地产开发有限公司,2022-12-31,0,上市公司的子公司,天津,100,,,深振业A,0,0,房地产开发
148,000006,广西振业房地产股份有限公司,2022-12-31,0,上市公司的子公司,广西南宁,97.36,,,深振业A,0,0,房地产开发
149,000006,西安振业创发置业有限公司,2022-12-31,0,上市公司的子公司,陕西西安,100,,,深振业A,0,0,房地产开发
150,000006,天津振业化工发展有限公司,2022-12-31,0,上市公司的子公司,天津,100,,,深振业A,0,0,制造业
151,000006,振业(长沙)房地产开发有限公司,2022-12-31,0,上市公司的子公司,湖南长沙,100,,,深振业A,0,0,房地产开发
152,000006,天津市振业房地产开发有限公司,2022-12-31,0,上市公司的子公司,天津,,100,,深振业A,0,0,房地产开发
153,000006,天津振业佳元房地产开发有限公司,2022-12-31,0,上市公司的子公司,天津,,100,,深振业A,0,0,房地产开发
154,000006,东莞市振业房地产开发有限公司,2022-12-31,0,上市公司的子公司,广东东莞,,100,,深振业A,0,0,房地产开发
155,000006,深圳市振业房地产开发有限公司,2022-12-31,0,上市公司的子公司,广东深圳,100,,,深振业A,0,0,房地产开发及自有物业租赁
156,000006,湖南振业房地产开发有限公司,2022-12-31,0,上市公司的子公司,湖南长沙,80,,,深振业A,0,0,房地产开发
157,000006,广州市振发房地产开发有限公司,2022-12-31,0,上市公司的子公司,广东广州,,100,,深振业A,0,0,房地产开发
158,000006,天津振业津滨房地产开发有限公司,2022-12-31,0,上市公司的子公司,天津,,100,,深振业A,0,0,房地产开发
159,000006,西安市灞桥区振业房地产开发有限公司,2022-12-31,0,上市公司的子公司,陕西西安,100,,,深振业A,0,0,房地产开发
160,000006,深圳市振业商业运营管理有限公司,2022-12-31,0,上市公司的子公司,广东深圳,100,,,深振业A,0,0,房屋租赁及商业运营
161,000006,东莞市振业投资发展有限公司,2022-12-31,0,上市公司的子公司,广东东莞,100,,,深振业A,0,0,房地产开发
162,000006,深圳市振业城市服务有限公司,2022-12-31,0,上市公司的子公司,广东深圳,,100,,深振业A,0,0,物业管理
163,000006,广州市振业鸿远房地产开发有限公司,2022-12-31,0,上市公司的子公司,广东广州,,100,,深振业A,0,0,房地产开发
164,000006,深圳市振业置地有限公司,2022-12-31,0,上市公司的子公司,广东深圳,100,,,深振业A,0,0,房地产租赁
165,000006,深圳市振业同创投资运营管理有限公司,2022-12-31,0,上市公司的子公司,广东深圳,,70,,深振业A,0,0,房地产租赁
166,000006,南京振新业装饰有限公司,2022-12-31,0,上市公司的子公司,江苏南京,,100,,深振业A,0,0,装饰装修
167,000006,南京新振城装饰有限公司,2022-12-31,0,上市公司的子公司,江苏南京,,100,,深振业A,0,0,装饰装修
168,000006,深圳市振业窝趣投资运营有限公司,2022-12-31,0,上市公司的子公司,广东深圳,,70,,深振业A,0,0,房地产租赁
169,000006,深圳市振业华舍一格公寓管理有限公司,2022-12-31,0,上市公司的子公司,广东深圳,,51,,深振业A,0,0,房地产租赁
170,000006,深圳市振业安歆公寓管理有限公司,2022-12-31,0,上市公司的子公司,广东深圳,,70,,深振业A,0,0,房地产租赁
172,000006,南京振新业房地产开发有限公司,2022-12-31,0,上市公司的子公司,江苏南京,51,,,深振业A,0,0,房地产开发
173,000006,南京新振城房地产开发有限公司,2022-12-31,0,上市公司的子公司,江苏南京,51,,,深振业A,0,0,房地产开发
174,000006,深圳市深汕特别合作区振业房地产发展有限公司,2022-12-31,0,上市公司的子公司,广东深汕特别合作区,,100,,深振业A,0,0,房地产开发
175,000007,深圳市全新好丰泽投资中心(有限合伙),2022-12-31,0,上市公司的子公司,广东省深圳市,80,20,,*ST 全新,0,0,投资
176,000007,深圳市全新好辉泽投资中心(有限合伙),2022-12-31,0,上市公司的子公司,广东省深圳市,50,50,,*ST 全新,0,0,投资
177,000007,零度大健康技术(深圳)有限公司,2022-12-31,0,上市公司的子公司,广东省深圳市,100,,,*ST 全新,0,0,健康
178,000007,深圳市全新好福泽投资中心(有限合伙),2022-12-31,0,上市公司的子公司,广东省深圳市,50,50,,*ST 全新,0,0,投资
179,000007,深圳丰远投资有限公司,2022-12-31,0,上市公司的子公司,广东省深圳市,100,,,*ST 全新,0,0,投资
180,000007,盐城新城福德汽车销售服务有限公司,2022-12-31,0,上市公司的子公司,江苏省盐城市,,51,,*ST 全新,0,0,汽车销售、维修、保养
181,000007,深圳全新好私募股权投资基金管理有限公司,2022-12-31,0,上市公司的子公司,广东省深圳市,64.29,35.71,,*ST 全新,0,0,投资
182,000007,江门市都合纸业科技有限公司,2022-12-31,0,上市公司的子公司,广东省江门市,,95,,*ST 全新,0,0,贸易
183,000007,深圳市零七投资发展有限公司,2022-12-31,0,上市公司的子公司,广东省深圳市,100,,,*ST 全新,0,0,投资
184,000007,深圳市零七物业管理有限公司,2022-12-31,0,上市公司的子公司,广东省深圳市,95,5,,*ST 全新,0,0,物业管理
185,000007,深圳市广博投资发展有限公司,2022-12-31,0,上市公司的子公司,广东省深圳市,90,,,*ST 全新,0,0,投资
186,000008,北京轨道交通交通科技有限公司,,,,,,,,,,,教育
188,000008,天津三号线轨道交通运营有限公司,2022-12-31,0,上市公司的联营企业,天津,10,,,神州高铁,0,0,城市(城际)轨道交通运营管理服务
190,000008,北京神州高铁轨道交通科技有限公司,2022-12-31,0,上市公司的子公司,北京,100,,,神州高铁,0,0,教育
192,000008,神州高铁海外技术(北京)有限公司,2022-12-31,0,上市公司的子公司,北京,100,,,神州高铁,0,0,实业
193,000008,神州高铁车辆技术有限公司,2022-12-31,0,上市公司的子公司,北京,100,,,神州高铁,0,0,技术
194,000008,北京神州高铁投资管理有限公司,2022-12-31,0,上市公司的子公司,北京,100,,,神州高铁,0,0,投资管理
196,000008,北京交大微联科技有限公司,2022-12-31,0,上市公司的子公司,北京,90,,,神州高铁,0,0,技术
197,000008,神州高铁轨道交通运营管理有限公司,2022-12-31,0,上市公司的子公司,北京,100,,,神州高铁,0,0,技术
198,000008,西藏神铁创业投资有限公司,2022-12-31,0,上市公司的子公司,西藏,100,,,神州高铁,0,0,技术
201,000008,神州高铁线路技术有限公司,2022-12-31,0,上市公司的子公司,北京,100,,,神州高铁,0,0,技术
202,000008,神铁租赁(天津)有限公司,2022-12-31,0,上市公司的子公司,天津,100,,,神州高铁,0,0,租赁
203,000008,神铁二号线(天津)轨道交通运营有限公司,2022-12-31,0,上市公司的联营企业,天津,41,,,神州高铁,0,0,城市(城际)轨道交通运营管理服务
204,000008,南京拓控信息科技股份有限公司,2022-12-31,0,上市公司的子公司,南京,100,,,神州高铁,0,0,技术
206,000008,北京新联铁集团股份有限公司,2022-12-31,0,上市公司的子公司,北京,0,100,,神州高铁,0,0,轨道交通车辆检测、检修装备及系统
208,000008,神州城轨技术有限公司,2022-12-31,0,上市公司的子公司,北京,100,,,神州高铁,0,0,技术
209,000008,武汉利德测控技术有限公司,2022-12-31,0,上市公司的子公司,武汉,100,,,神州高铁,0,0,技术
211,000008,北京华高世纪科技股份有限公司,2022-12-31,0,上市公司的子公司,北京,100,,,神州高铁,0,0,技术
212,000008,苏州华兴致远电子科技有限公司,2022-12-31,0,上市公司的子公司,苏州,100,,,神州高铁,0,0,技术
213,000008,北京国润祁连创业投资中心(有限合伙),2022-12-31,0,上市公司的子公司,北京,99.67,,,神州高铁,0,0,投资
214,000008,沃尔新(北京)自动设备有限公司,2022-12-31,0,上市公司的子公司,北京,0,100,,神州高铁,0,0,轨道交通车辆清洗设备研发生产制造
215,000008,唐山神高铁路发展有限公司,2022-12-31,0,上市公司的子公司,唐山,65,,,神州高铁,0,0,技术
217,000008,神州高铁(香港)有限公司,2022-12-31,0,上市公司的子公司,香港,100,,,神州高铁,0,0,技术
220,000008,广州神铁牵引设备有限公司,2022-12-31,0,上市公司的子公司,广州,0,57.22,,神州高铁,0,0,技术
222,000009,广州汇通液压研究院有限公司,2022-12-31,0,上市公司的子公司,广州,,100,,中国宝安,0,0,技术支持与研发
227,000009,深圳市鼎元新材料科技有限公司,2022-12-31,0,上市公司的子公司,深圳,,100,,中国宝安,0,0,新材料生产
228,000009,BTR New Material Europe GmbH,2022-12-31,0,上市公司的子公司,德国,,100,,中国宝安,1,0,新材料销售
229,000009,深圳市贝特瑞供应链管理有限公司,2022-12-31,0,上市公司的子公司,深圳,,100,,中国宝安,0,0,供应链管理
230,000009,深圳贝特瑞新材料孵化器有限公司,2022-12-31,0,上市公司的子公司,深圳,,70,,中国宝安,0,0,房屋租赁
232,000009,云南贝特瑞新能源材料有限公司,2022-12-31,0,上市公司的子公司,云南,,100,,中国宝安,0,0,新材料生产
247,000009,汇通液压(香港)贸易有限公司,2022-12-31,0,上市公司的子公司,香港,,100,,中国宝安,0,0,液压设备销售
250,000009,贝特瑞新材料集团销售有限公司,2022-12-31,0,上市公司的子公司,深圳,,100,,中国宝安,0,0,石墨制品销售
251,000009,湖北康途维健康药房连锁有限公司,2022-12-31,0,上市公司的子公司,武汉,,53.33,,中国宝安,0,0,批发和零售
252,000009,四川瑞鞍新材料科技有限公司,2022-12-31,0,上市公司的子公司,雅安,,51,,中国宝安,0,0,新材料生产
253,000009,深圳贝特瑞钠电新材料科技有限公司,2022-12-31,0,上市公司的子公司,深圳,,100,,中国宝安,0,0,新材料生产
254,000009,鸡西市超碳科技有限公司,2022-12-31,0,上市公司的子公司,鸡西,,100,,中国宝安,0,0,新材料生产
255,000009,惠州市鼎元新能源科技有限公司,2022-12-31,0,上市公司的子公司,惠州,,90,,中国宝安,0,0,新材料生产
256,000009,江西马应龙美康药业有限公司,2022-12-31,0,上市公司的子公司,南昌,,95,,中国宝安,0,0,医药制造
257,000009,武汉马应龙中医门诊部有限公司,2022-12-31,0,上市公司的子公司,武汉,,100,,中国宝安,0,0,卫生和社会工作
258,000009,马应龙肛肠诊疗技术研究院,2022-12-31,0,上市公司的子公司,武汉,,100,,中国宝安,0,0,医学研究与技术推广
259,000009,西安市新城区爱心护理院,2022-12-31,0,上市公司的子公司,西安,,100,,中国宝安,0,0,老年人服务
260,000009,武汉市青山区健康家居家养老服务中心,2022-12-31,0,上市公司的子公司,武汉,,100,,中国宝安,0,0,社区居家养老服务
262,000009,江苏安之宝生物科技有限公司,2022-12-31,0,上市公司的子公司,常熟,,70,,中国宝安,0,0,医疗器械生产
263,000009,广州宝顺商业服务有限公司,2022-12-31,0,上市公司的子公司,广州,,100,,中国宝安,0,0,投资管理咨询
264,000009,鸡西市贝特瑞矿产资源有限公司,2022-12-31,0,上市公司的子公司,鸡西,,100,,中国宝安,0,0,矿产资源开采
265,000009,深圳市深瑞墨烯科技有限公司,2022-12-31,0,上市公司的子公司,深圳,,76.52,,中国宝安,0,0,新材料生产
266,000009,开封瑞丰新材料有限公司,2022-12-31,0,上市公司的子公司,开封,,59.92,,中国宝安,0,0,石墨制品生产
267,000009,常州市贝特瑞新材料科技有限公司,2022-12-31,0,上市公司的子公司,常州,,51,,中国宝安,0,0,新材料生产
268,000009,西安创正新材料有限公司,2022-12-31,0,上市公司的子公司,西安,,97,,中国宝安,0,0,制造业
269,000009,江苏科迈液压控制系统有限公司,2022-12-31,0,上市公司的子公司,扬州,,95.76,,中国宝安,0,0,液压设备制造销售
270,000009,广州汇通精密液压有限公司,2022-12-31,0,上市公司的子公司,广州,,58.8,,中国宝安,0,0,液压设备制造销售
271,000009,北京海卓力金液压技术有限公司,2022-12-31,0,上市公司的子公司,北京,,100,,中国宝安,0,0,液压设备制造销售
272,000009,联合技术有限公司,2022-12-31,0,上市公司的子公司,香港,,100,,中国宝安,0,0,控股投资
273,000009,南昌智康管理咨询有限公司,2022-12-31,0,上市公司的子公司,南昌,,100,,中国宝安,0,0,管理咨询
274,000009,武汉添勤项目管理有限公司,2022-12-31,0,上市公司的子公司,武汉,,100,,中国宝安,0,0,物业管理
275,000009,武汉马应龙九鼎医药有限公司,2022-12-31,0,上市公司的子公司,武汉,,90,,中国宝安,0,0,批发业
276,000009,武汉广为兴科技有限公司,2022-12-31,0,上市公司的子公司,武汉,,100,,中国宝安,0,0,研究和试验发展
277,000009,贝特瑞(四川)新材料科技有限公司,2022-12-31,0,上市公司的子公司,宜宾,,100,,中国宝安,0,0,新材料生产
278,000009,深圳市贝特瑞新能源技术研究院有限公司,2022-12-31,0,上市公司的子公司,深圳,,100,,中国宝安,0,0,技术研究与开发
279,000009,山东瑞阳新能源科技有限公司,2022-12-31,0,上市公司的子公司,滨州,,55,,中国宝安,0,0,新材料生产
280,000009,湖北贝能新能源科技有限公司,2022-12-31,0,上市公司的子公司,襄阳,,92.38,,中国宝安,0,0,电池生产
281,000009,湛江宝顺旅游发展有限公司,2022-12-31,0,上市公司的子公司,湛江,,100,,中国宝安,0,0,房地产开发
282,000009,山西瑞君新材料科技有限公司,2022-12-31,0,上市公司的子公司,长冶,,51,,中国宝安,0,0,石墨制品生产
284,000009,深圳红莲湖投资有限公司,2022-12-31,0,上市公司的子公司,深圳,100,,,中国宝安,0,0,实业投资
285,000009,深圳市丹晟恒丰投资有限公司,2022-12-31,0,上市公司的子公司,深圳,55,,,中国宝安,0,0,房地产
286,000009,中国宝安集团资产管理有限公司,2022-12-31,0,上市公司的子公司,深圳,95,5,,中国宝安,0,0,资产管理
287,000009,中国宝安集团海南实业有限公司,2022-12-31,0,上市公司的子公司,海南,100,,,中国宝安,0,0,房地产开发
293,000009,深圳恒安房地产开发有限公司,2022-12-31,0,上市公司的子公司,深圳,3,97,,中国宝安,0,0,房地产开发
294,000009,深圳市运通物流实业有限公司,2022-12-31,0,上市公司的子公司,深圳,45,55,,中国宝安,0,0,实业投资
295,000009,中国风险投资有限公司,2022-12-31,0,上市公司的联营企业,北京,,28.32,,中国宝安,0,0,风险投资
296,000009,中国宝安集团创新科技园有限公司,2022-12-31,0,上市公司的子公司,湖北,71.83,28.17,,中国宝安,0,0,项目开发
297,000009,武汉华博防务科技有限公司,2022-12-31,0,上市公司的子公司,湖北,86.71,12.39,,中国宝安,0,0,军工制造
300,000009,Integrated Precision Engineering(Thailand)CompanyLtd,,,,,,,,,,,精密金属零件买卖及制造
301,000009,Cullygrat Surface&Deburring Treatment Limited,,,,,,,,,,,投资控股
302,000009,Integrated Precision Engineering(Thailand)Company Ltd,,,,,,,,,,,精密金属零件买卖及制造
303,000009,International Precision(Technology)Company Limited,,,,,,,,,,,投资控股
304,000009,苏州沃乐思电气技术有限公司,,,,,,,,,,,机电制造
308,000009,康永腾大药房连锁(湖北)有限公司,,,,,,,,,,,批发和零售
309,000009,武汉武创马应龙兴康科技有限公司,,,,,,,,,,,研究和试验发展
310,000009,武汉广为晟科技有限公司,,,,,,,,,,,科技推广和应用服务
311,000009,武汉广为隆科技有限公司,,,,,,,,,,,研究和试验发展
312,000009,四川绿金生物科技有限公司,,,,,,,,,,,生物农药
313,000009,鸡西长源矿业有限公司,2022-12-31,0,上市公司的子公司,鸡西,,65,,中国宝安,0,0,石墨制品生产
314,000009,印尼贝特瑞新能源材料有限公司,,,,,,,,,,,新材料生产
317,000009,中国宝安集团金融投资有限公司,2022-12-31,0,上市公司的子公司,深圳,98,2,,中国宝安,0,0,实业投资
320,000009,深圳市国盛宝实业有限公司,2022-12-31,0,上市公司的子公司,深圳,50,1,,中国宝安,0,0,房地产开发
322,000009,宝安科技有限公司,2022-12-31,0,上市公司的子公司,香港,100,,,中国宝安,0,0,项目投资
323,000009,山东宝安房地产开发有限公司,2022-12-31,0,上市公司的子公司,山东,95,5,,中国宝安,0,0,房地产开发
324,000009,集安市古马岭金矿有限责任公司,2022-12-31,0,上市公司的子公司,吉林,68,,,中国宝安,0,0,黄金开采
325,000009,恒丰国际投资有限公司,2022-12-31,0,上市公司的子公司,香港,100,,,中国宝安,0,0,项目投资
326,000009,武汉宝安房地产开发有限公司,2022-12-31,0,上市公司的子公司,湖北,98,2,,中国宝安,0,0,房地产开发
327,000009,深圳市唐人文化传播有限公司,2022-12-31,0,上市公司的子公司,深圳,5,95,,中国宝安,0,0,文化制作
331,000009,威海宝通房地产开发有限公司,2022-12-31,0,上市公司的子公司,山东,80,20,,中国宝安,0,0,房地产开发
332,000009,深圳市宝利通小额贷款有限公司,2022-12-31,0,上市公司的子公司,深圳,71,29,,中国宝安,0,0,贷款
333,000009,天津宝安房地产开发有限公司,2022-12-31,0,上市公司的子公司,天津,90,,,中国宝安,0,0,房地产开发
335,000009,张家港友诚新能源科技股份有限公司,2022-12-31,0,上市公司的子公司,江苏,65.85,6.03,,中国宝安,0,0,机电制造
336,000009,深圳市大地和电气股份有限公司,2022-12-31,0,上市公司的子公司,深圳,52.12,,,中国宝安,0,0,机电制造
339,000009,宝安集团产业投资管理有限公司,2022-12-31,0,上市公司的子公司,深圳,100,,,中国宝安,0,0,产业投资
340,000009,中国宝安集团控股有限公司,2022-12-31,0,上市公司的子公司,深圳,100,,,中国宝安,0,0,项目开发
341,000009,海南宝安农林发展有限公司,2022-12-31,0,上市公司的子公司,海南,100,,,中国宝安,0,0,农业投资
342,000009,新疆宝安房地产开发有限公司,2022-12-31,0,上市公司的子公司,新疆,95,5,,中国宝安,0,0,房地产开发
347,000009,惠州市贝特瑞新材料科技有限公司,2022-12-31,0,上市公司的子公司,惠州,,100,,中国宝安,0,0,石墨制品加工
348,000009,深圳市恒基物业管理有限公司,2022-12-31,0,上市公司的子公司,深圳,100,,,中国宝安,0,0,物业管理
349,000009,天津市贝特瑞新能源科技有限公司,2022-12-31,0,上市公司的子公司,天津,,100,,中国宝安,0,0,新材料生产
350,000009,江西宝安新材料科技有限公司,2022-12-31,0,上市公司的子公司,江西,,69.17,,中国宝安,0,0,蜂窝陶瓷制品制造
351,000009,美国宝安新材料科技股份公司,2022-12-31,0,上市公司的子公司,休斯敦,,65,,中国宝安,0,0,贸易代理
352,000009,南京宝安高新投资有限公司,2022-12-31,0,上市公司的子公司,江苏,,66,,中国宝安,0,0,投资管理
353,000009,贝特瑞(江苏)新能源材料有限公司,2022-12-31,0,上市公司的子公司,常州,,100,,中国宝安,0,0,新材料生产
354,000009,南京宝安高新创业投资基金管理有限公司,2022-12-31,0,上市公司的子公司,江苏,,100,,中国宝安,0,0,项目投资
