股票代码,证券简称,参控公司,参控公司代码,参控关系,投资额(万元),持股比例(%),注册资本(万元),注册地,报告期,主营业务,是否上市/挂牌
000001.SZ,平安银行,平安理财有限责任公司,10000154400.0,全资子公司,500000.0,100.0,500000.0,中国深圳,12/31/2023,发行公募与私募理财产品、理财顾问和咨询服务等资产管理相关业务,否
000001.SZ,平安银行,平安理财有限责任公司,10000154400.0,全资子公司,500000.0,100.0,500000.0,中国深圳,06/30/2023,发行公募与私募理财产品、理财顾问和咨询服务等资产管理相关业务,否
000001.SZ,平安银行,平安理财有限责任公司,10000154400.0,全资子公司,500000.0,100.0,500000.0,中国深圳,12/31/2022,发行公募与私募理财产品、理财顾问和咨询服务等资产管理相关业务,否
000002.SZ,万科A,环山集团股份有限公司,10000016114.0,间接控股子公司,12648.08622,99.33,12733.4,青岛,06/30/2023,养殖,否
000002.SZ,万科A,吉林省松花湖国际度假区开发有限公司,10920971.0,间接全资子公司,110000.0,100.0,110000.0,吉林,06/30/2023,旅游度假,否
000002.SZ,万科A,石家庄万科企业有限公司,10920968.0,间接全资子公司,5000.0,100.0,5000.0,石家庄,06/30/2023,,否
000002.SZ,万科A,珠海市泊寓公寓管理有限公司,10920967.0,间接全资子公司,500.0,100.0,500.0,珠海,06/30/2023,长租公寓,否
000002.SZ,万科A,南通万科企业有限公司,10747796.0,间接全资子公司,5000.0,100.0,5000.0,南通,06/30/2023,,否
000002.SZ,万科A,嘉兴万科房地产开发有限公司,10747795.0,间接全资子公司,10000.0,100.0,10000.0,嘉兴,06/30/2023,,否
000002.SZ,万科A,Vanke Holdings USA LLC,10724542.0,间接全资子公司,97250.1,100.0,97250.1,美国,06/30/2023,投资,否
000002.SZ,万科A,福建伯恩物业集团有限公司,10586337.0,间接控股子公司,3481.326,56.06,6210.0,福州,06/30/2023,物业服务,三板摘牌(870995.NQ 伯恩物业)
000002.SZ,万科A,深圳市万睿智能科技有限公司,10450790.0,间接控股子公司,5606.0,56.06,10000.0,深圳,06/30/2023,智能科技,否
000002.SZ,万科A,太原万科企业有限公司,10450328.0,全资子公司,10000.0,100.0,10000.0,太原,06/30/2023,,否
000002.SZ,万科A,郑州万科企业有限公司,10450062.0,全资子公司,10000.0,100.0,10000.0,郑州,06/30/2023,,否
000002.SZ,万科A,浙江浙南万科房地产有限公司,10450054.0,全资子公司,130000.0,100.0,130000.0,温州,06/30/2023,,否
000002.SZ,万科A,扬州万科房地产有限公司,10449982.0,全资子公司,1000.0,100.0,1000.0,扬州,06/30/2023,,否
000002.SZ,万科A,徐州万科企业有限公司,10449961.0,全资子公司,10000.0,100.0,10000.0,徐州,06/30/2023,,否
000002.SZ,万科A,西安万科企业有限公司,10449918.0,全资子公司,2000.0,100.0,2000.0,西安,06/30/2023,,否
000002.SZ,万科A,芜湖万科房地产有限公司,10449888.0,全资子公司,6000.0,100.0,6000.0,芜湖,06/30/2023,,否
000002.SZ,万科A,唐山万科房地产开发有限公司,10449833.0,间接全资子公司,20000.0,100.0,20000.0,唐山,06/30/2023,,否
000002.SZ,万科A,合肥万科企业有限公司,10449772.0,全资子公司,20000.0,100.0,20000.0,合肥,06/30/2023,,否
000002.SZ,万科A,海南万科企业管理有限公司,10449737.0,全资子公司,1000.0,100.0,1000.0,海南,06/30/2023,,否
000002.SZ,万科A,贵阳万科房地产有限公司,10449721.0,全资子公司,10000.0,100.0,10000.0,贵阳,06/30/2023,,否
000002.SZ,万科A,万科地产(香港)有限公司,10330668.0,控股子公司,504737.36,80.0,630921.7,香港,06/30/2023,投资,否
000002.SZ,万科A,佛山市万科置业有限公司,10330647.0,间接全资子公司,6000.0,100.0,6000.0,佛山,06/30/2023,,否
000002.SZ,万科A,东莞市万科物业服务有限公司,10330644.0,间接控股子公司,280.3,56.06,500.0,东莞,06/30/2023,物业服务,否
000002.SZ,万科A,大连万科置业有限公司,10312306.0,全资子公司,3000.0,100.0,3000.0,大连,06/30/2023,,否
000002.SZ,万科A,万科置业地产(香港)有限公司,10287468.0,参股子公司,4410.0,49.0,9000.0,香港,06/30/2023,投资,否
000002.SZ,万科A,万科置业(香港)有限公司,10115461.0,间接全资子公司,49000.0,100.0,49000.0,香港,06/30/2023,投资,否
000002.SZ,万科A,上海万科物业服务有限公司,10115452.0,间接控股子公司,687.2956,56.06,1226.0,上海,06/30/2023,物业服务,否
000002.SZ,万科A,青岛万科房地产有限公司,10115437.0,全资子公司,2000.0,100.0,2000.0,青岛,06/30/2023,,否
000002.SZ,万科A,广州市万科物业服务有限公司,10115423.0,间接控股子公司,280.3,56.06,500.0,广州,06/30/2023,物业服务,否
000002.SZ,万科A,成都万科物业服务有限公司,10114159.0,间接控股子公司,5606.0,56.06,10000.0,成都,06/30/2023,物业服务,否
000002.SZ,万科A,北京万科物业服务有限公司,10114153.0,间接控股子公司,2803.0,56.06,5000.0,北京,06/30/2023,物业服务,否
000002.SZ,万科A,南京万科物业管理有限公司,10108666.0,间接控股子公司,672.72,56.06,1200.0,南京,06/30/2023,物业服务,否
000002.SZ,万科A,珠海万科发展有限公司,10099177.0,全资子公司,1000.0,100.0,1000.0,珠海,06/30/2023,,否
000002.SZ,万科A,东莞市万科建筑技术研究有限公司,10098395.0,全资子公司,2000.0,100.0,2000.0,东莞,06/30/2023,其他,否
000002.SZ,万科A,苏州万科企业有限公司,10098388.0,全资子公司,10000.0,100.0,10000.0,苏州,06/30/2023,,否
000002.SZ,万科A,厦门市万科企业有限公司,10098377.0,全资子公司,120000.0,100.0,120000.0,厦门,06/30/2023,,否
000002.SZ,万科A,佛山市万科物业服务有限公司,10098366.0,间接控股子公司,280.3,56.06,500.0,佛山,06/30/2023,物业服务,否
000002.SZ,万科A,浙江万科南都房地产有限公司,10098285.0,间接全资子公司,365000.0,100.0,365000.0,杭州,06/30/2023,,否
000002.SZ,万科A,广州万科企业有限公司,10067212.0,全资子公司,500000.0,100.0,500000.0,广州,06/30/2023,,否
000002.SZ,万科A,东莞市万科房地产有限公司,10059337.0,间接全资子公司,30000.0,100.0,30000.0,东莞,06/30/2023,,否
000002.SZ,万科A,天津万科房地产有限公司,10041622.0,参股子公司,5850.0,15.0,39000.0,天津,06/30/2023,,否
000002.SZ,万科A,长春万科物业服务有限公司,10041621.0,间接控股子公司,1121.2,56.06,2000.0,长春,06/30/2023,物业服务,否
000002.SZ,万科A,天津万科物业服务有限公司,10015029.0,间接控股子公司,560.6,56.06,1000.0,天津,06/30/2023,物业服务,否
000002.SZ,万科A,万科(成都)企业有限公司,10015025.0,控股子公司,45000.0,90.0,50000.0,成都,06/30/2023,,否
000002.SZ,万科A,武汉市万科房地产有限公司,10015021.0,控股子公司,14250.0,95.0,15000.0,武汉,06/30/2023,,否
000002.SZ,万科A,武汉市万科物业服务有限公司,10015020.0,间接控股子公司,672.72,56.06,1200.0,武汉,06/30/2023,物业服务,否
000002.SZ,万科A,长春万科房地产开发有限公司,10015019.0,控股子公司,4750.0,95.0,5000.0,长春,06/30/2023,,否
000002.SZ,万科A,北京万科企业有限公司,10015015.0,控股子公司,190000.0,95.0,200000.0,北京,06/30/2023,,否
000002.SZ,万科A,南京万科企业有限公司,10015014.0,全资子公司,15000.0,100.0,15000.0,南京,06/30/2023,,否
000002.SZ,万科A,上海万科企业有限公司,10015009.0,间接全资子公司,1000000.0,100.0,1000000.0,上海,06/30/2023,,否
000002.SZ,万科A,万物云空间科技服务股份有限公司,10015007.0,控股子公司,60007.64148,50.92,117846.9,深圳,06/30/2023,物业服务,港交所上市(02602.HK 万物云)
000002.SZ,万科A,深圳市万科物业服务有限公司,10015006.0,间接控股子公司,2803.0,56.06,5000.0,深圳,06/30/2023,物业服务,否
000002.SZ,万科A,沈阳万科物业服务有限公司,10014888.0,间接控股子公司,560.6,56.06,1000.0,沈阳,06/30/2023,物业服务,否
000002.SZ,万科A,Vanke Overseas Investment Holding Company Limited,10009208.0,间接控股子公司,562.5,75.0,750.0,开曼群岛,06/30/2023,,港交所上市(01036.HK 万科海外)
000002.SZ,万科A,CWVS Holding Limited,10000316583.0,间接参股子公司,0.03644,36.44,0.1,开曼群岛,06/30/2023,商企物业管理服务、设施物业管理服务,否
000002.SZ,万科A,常州万科企业有限公司,10000186040.0,全资子公司,2000.0,100.0,2000.0,常州,06/30/2023,,否
000002.SZ,万科A,临沂万科企业有限公司,10000186039.0,全资子公司,10000.0,100.0,10000.0,临沂,06/30/2023,,否
000002.SZ,万科A,上海阳光智博生活服务集团有限公司,10000134235.0,间接控股子公司,11912.75,56.06,21250.0,上海,06/30/2023,物业管理、商业综合体管理服务,港交所待上市(H3125.HK 上海阳光智博生活)
000002.SZ,万科A,江门万科企业有限公司,10000127855.0,全资子公司,10000.0,100.0,10000.0,江门,06/30/2023,,否
000002.SZ,万科A,惠州市万科企业有限公司,10000079564.0,全资子公司,2000.0,100.0,2000.0,惠州,06/30/2023,,否
000002.SZ,万科A,包头万科房地产有限公司,10000079521.0,全资子公司,1000.0,100.0,1000.0,包头,06/30/2023,,否
000002.SZ,万科A,哈尔滨万科企业有限公司,10000047906.0,全资子公司,10000.0,100.0,10000.0,哈尔滨,06/30/2023,,否
000002.SZ,万科A,万科物流发展有限公司,10000047862.0,控股子公司,2697600.0,75.0,3596800.0,上海,06/30/2023,仓储服务,否
000002.SZ,万科A,中山万科企业有限公司,10000041058.0,全资子公司,10000.0,100.0,10000.0,中山,06/30/2023,,否
000002.SZ,万科A,长沙市万科企业有限公司,10000041056.0,全资子公司,6900.0,100.0,6900.0,长沙,06/30/2023,,否
000002.SZ,万科A,云南万科企业有限公司,10000041053.0,全资子公司,4000.0,100.0,4000.0,昆明,06/30/2023,,否
000002.SZ,万科A,盐城万科房地产开发有限公司,10000041051.0,间接全资子公司,2000.0,100.0,2000.0,盐城,06/30/2023,,否
000002.SZ,万科A,烟台万科企业有限公司,10000041050.0,全资子公司,3000.0,100.0,3000.0,烟台,06/30/2023,,否
000002.SZ,万科A,无锡万科企业有限公司,10000041049.0,全资子公司,2000.0,100.0,2000.0,无锡,06/30/2023,,否
000002.SZ,万科A,万科(重庆)企业有限公司,10000041046.0,全资子公司,10000.0,100.0,10000.0,重庆,06/30/2023,,否
000002.SZ,万科A,万科(新疆)企业有限公司,10000041045.0,控股子公司,9500.0,95.0,10000.0,乌鲁木齐,06/30/2023,,否
000002.SZ,万科A,沈阳万科企业有限公司,10000041042.0,控股子公司,9500.0,95.0,10000.0,沈阳,06/30/2023,,否
000002.SZ,万科A,深圳市万科发展有限公司,10000041041.0,控股子公司,57000.0,95.0,60000.0,深圳,06/30/2023,,否
000002.SZ,万科A,宁波万科企业有限公司,10000041036.0,全资子公司,15000.0,100.0,15000.0,宁波,06/30/2023,,否
000002.SZ,万科A,兰州万科企业有限公司,10000041033.0,全资子公司,10000.0,100.0,10000.0,兰州,06/30/2023,,否
000002.SZ,万科A,江西万科益达置业投资有限公司,10000041032.0,控股子公司,5000.0,50.0,10000.0,南昌,06/30/2023,,否
000002.SZ,万科A,济南万科企业有限公司,10000041031.0,全资子公司,10000.0,100.0,10000.0,济南,06/30/2023,,否
000002.SZ,万科A,广西万科企业管理有限公司,10000041028.0,全资子公司,1000.0,100.0,1000.0,南宁,06/30/2023,,否
000002.SZ,万科A,福州市万科发展有限公司,10000041026.0,全资子公司,2000.0,100.0,2000.0,福州,06/30/2023,,否
000002.SZ,万科A,环山集团股份有限公司,10000016114.0,间接控股子公司,12648.08622,99.33,12733.4,青岛,12/31/2022,养殖,否
000002.SZ,万科A,福州市万科发展有限公司,10000041026.0,全资子公司,2000.0,100.0,2000.0,福州,12/31/2022,,否
000002.SZ,万科A,广西万科企业管理有限公司,10000041028.0,全资子公司,1000.0,100.0,1000.0,南宁,12/31/2022,,否
000002.SZ,万科A,济南万科企业有限公司,10000041031.0,全资子公司,10000.0,100.0,10000.0,济南,12/31/2022,,否
000002.SZ,万科A,江西万科益达置业投资有限公司,10000041032.0,控股子公司,5000.0,50.0,10000.0,南昌,12/31/2022,,否
000002.SZ,万科A,兰州万科企业有限公司,10000041033.0,全资子公司,10000.0,100.0,10000.0,兰州,12/31/2022,,否
000002.SZ,万科A,宁波万科企业有限公司,10000041036.0,全资子公司,15000.0,100.0,15000.0,宁波,12/31/2022,,否
000002.SZ,万科A,深圳市万科发展有限公司,10000041041.0,控股子公司,57000.0,95.0,60000.0,深圳,12/31/2022,,否
000002.SZ,万科A,沈阳万科企业有限公司,10000041042.0,控股子公司,9500.0,95.0,10000.0,沈阳,12/31/2022,,否
000002.SZ,万科A,万科(新疆)企业有限公司,10000041045.0,控股子公司,9500.0,95.0,10000.0,乌鲁木齐,12/31/2022,,否
000002.SZ,万科A,万科(重庆)企业有限公司,10000041046.0,全资子公司,10000.0,100.0,10000.0,重庆,12/31/2022,,否
000002.SZ,万科A,无锡万科企业有限公司,10000041049.0,全资子公司,2000.0,100.0,2000.0,无锡,12/31/2022,,否
000002.SZ,万科A,烟台万科企业有限公司,10000041050.0,全资子公司,3000.0,100.0,3000.0,烟台,12/31/2022,,否
000002.SZ,万科A,盐城万科房地产开发有限公司,10000041051.0,间接全资子公司,2000.0,100.0,2000.0,盐城,12/31/2022,,否
000002.SZ,万科A,云南万科企业有限公司,10000041053.0,全资子公司,4000.0,100.0,4000.0,昆明,12/31/2022,,否
000002.SZ,万科A,长沙市万科企业有限公司,10000041056.0,全资子公司,1900.0,100.0,1900.0,长沙,12/31/2022,,否
000002.SZ,万科A,中山万科企业有限公司,10000041058.0,全资子公司,10000.0,100.0,10000.0,中山,12/31/2022,,否
000002.SZ,万科A,万科物流发展有限公司,10000047862.0,控股子公司,2697600.0,75.0,3596800.0,上海,12/31/2022,仓储服务,否
000002.SZ,万科A,哈尔滨万科企业有限公司,10000047906.0,全资子公司,10000.0,100.0,10000.0,哈尔滨,12/31/2022,,否
000002.SZ,万科A,包头万科房地产有限公司,10000079521.0,全资子公司,1000.0,100.0,1000.0,包头,12/31/2022,,否
000002.SZ,万科A,惠州市万科企业有限公司,10000079564.0,全资子公司,2000.0,100.0,2000.0,惠州,12/31/2022,,否
000002.SZ,万科A,江门万科企业有限公司,10000127855.0,全资子公司,10000.0,100.0,10000.0,江门,12/31/2022,,否
000002.SZ,万科A,上海阳光智博生活服务集团有限公司,10000134235.0,间接控股子公司,11912.75,56.06,21250.0,上海,12/31/2022,物业管理、商业综合体管理服务,港交所待上市(H3125.HK 上海阳光智博生活)
000002.SZ,万科A,临沂万科企业有限公司,10000186039.0,全资子公司,10000.0,100.0,10000.0,临沂,12/31/2022,,否
000002.SZ,万科A,常州万科企业有限公司,10000186040.0,全资子公司,2000.0,100.0,2000.0,常州,12/31/2022,,否
000002.SZ,万科A,CWVS Holding Limited,10000316583.0,间接参股子公司,0.03644,36.44,0.1,开曼群岛,12/31/2022,商企物业管理服务、设施物业管理服务,否
000002.SZ,万科A,Vanke Overseas Investment Holding Company Limited,10009208.0,间接控股子公司,562.5,75.0,750.0,开曼群岛,12/31/2022,,港交所上市(01036.HK 万科海外)
000002.SZ,万科A,沈阳万科物业服务有限公司,10014888.0,间接控股子公司,560.6,56.06,1000.0,沈阳,12/31/2022,物业服务,否
000002.SZ,万科A,深圳市万科物业服务有限公司,10015006.0,间接控股子公司,2803.0,56.06,5000.0,深圳,12/31/2022,物业服务,否
000002.SZ,万科A,万物云空间科技服务股份有限公司,10015007.0,控股子公司,60007.64148,50.92,117846.9,深圳,12/31/2022,物业服务,港交所上市(02602.HK 万物云)
000002.SZ,万科A,上海万科企业有限公司,10015009.0,间接全资子公司,1000000.0,100.0,1000000.0,上海,12/31/2022,,否
000002.SZ,万科A,南京万科企业有限公司,10015014.0,全资子公司,15000.0,100.0,15000.0,南京,12/31/2022,,否
000002.SZ,万科A,北京万科企业有限公司,10015015.0,控股子公司,190000.0,95.0,200000.0,北京,12/31/2022,,否
000002.SZ,万科A,长春万科房地产开发有限公司,10015019.0,控股子公司,4750.0,95.0,5000.0,长春,12/31/2022,,否
000002.SZ,万科A,武汉市万科物业服务有限公司,10015020.0,间接控股子公司,672.72,56.06,1200.0,武汉,12/31/2022,物业服务,否
000002.SZ,万科A,武汉市万科房地产有限公司,10015021.0,控股子公司,14250.0,95.0,15000.0,武汉,12/31/2022,,否
000002.SZ,万科A,万科(成都)企业有限公司,10015025.0,控股子公司,45000.0,90.0,50000.0,成都,12/31/2022,,否
000002.SZ,万科A,天津万科物业服务有限公司,10015029.0,间接控股子公司,560.6,56.06,1000.0,天津,12/31/2022,物业服务,否
000002.SZ,万科A,长春万科物业服务有限公司,10041621.0,间接控股子公司,1121.2,56.06,2000.0,长春,12/31/2022,物业服务,否
000002.SZ,万科A,天津万科房地产有限公司,10041622.0,参股子公司,5850.0,15.0,39000.0,天津,12/31/2022,,否
000002.SZ,万科A,东莞市万科房地产有限公司,10059337.0,间接全资子公司,30000.0,100.0,30000.0,东莞,12/31/2022,,否
000002.SZ,万科A,广州万科企业有限公司,10067212.0,全资子公司,500000.0,100.0,500000.0,广州,12/31/2022,,否
000002.SZ,万科A,浙江万科南都房地产有限公司,10098285.0,间接全资子公司,365000.0,100.0,365000.0,杭州,12/31/2022,,否
000002.SZ,万科A,佛山市万科物业服务有限公司,10098366.0,间接控股子公司,280.3,56.06,500.0,佛山,12/31/2022,物业服务,否
000002.SZ,万科A,厦门市万科企业有限公司,10098377.0,全资子公司,120000.0,100.0,120000.0,厦门,12/31/2022,,否
000002.SZ,万科A,苏州万科企业有限公司,10098388.0,全资子公司,10000.0,100.0,10000.0,苏州,12/31/2022,,否
000002.SZ,万科A,东莞市万科建筑技术研究有限公司,10098395.0,全资子公司,2000.0,100.0,2000.0,东莞,12/31/2022,其他,否
000002.SZ,万科A,珠海万科发展有限公司,10099177.0,全资子公司,1000.0,100.0,1000.0,珠海,12/31/2022,,否
000002.SZ,万科A,南京万科物业管理有限公司,10108666.0,间接控股子公司,672.72,56.06,1200.0,南京,12/31/2022,物业服务,否
000002.SZ,万科A,北京万科物业服务有限公司,10114153.0,间接控股子公司,2803.0,56.06,5000.0,北京,12/31/2022,物业服务,否
000002.SZ,万科A,成都万科物业服务有限公司,10114159.0,间接控股子公司,5606.0,56.06,10000.0,成都,12/31/2022,物业服务,否
000002.SZ,万科A,广州市万科物业服务有限公司,10115423.0,间接控股子公司,280.3,56.06,500.0,广州,12/31/2022,物业服务,否
000002.SZ,万科A,青岛万科房地产有限公司,10115437.0,全资子公司,2000.0,100.0,2000.0,青岛,12/31/2022,,否
000002.SZ,万科A,上海万科物业服务有限公司,10115452.0,间接控股子公司,687.2956,56.06,1226.0,上海,12/31/2022,物业服务,否
000002.SZ,万科A,万科置业(香港)有限公司,10115461.0,间接全资子公司,49000.0,100.0,49000.0,香港,12/31/2022,投资,否
000002.SZ,万科A,万科置业地产(香港)有限公司,10287468.0,参股子公司,4410.0,49.0,9000.0,香港,12/31/2022,投资,否
000002.SZ,万科A,大连万科置业有限公司,10312306.0,全资子公司,3000.0,100.0,3000.0,大连,12/31/2022,,否
000002.SZ,万科A,东莞市万科物业服务有限公司,10330644.0,间接控股子公司,280.3,56.06,500.0,东莞,12/31/2022,物业服务,否
000002.SZ,万科A,佛山市万科置业有限公司,10330647.0,间接全资子公司,6000.0,100.0,6000.0,佛山,12/31/2022,,否
000002.SZ,万科A,万科地产(香港)有限公司,10330668.0,控股子公司,504737.36,80.0,630921.7,香港,12/31/2022,投资,否
000002.SZ,万科A,贵阳万科房地产有限公司,10449721.0,全资子公司,10000.0,100.0,10000.0,贵阳,12/31/2022,,否
000002.SZ,万科A,海南万科企业管理有限公司,10449737.0,全资子公司,1000.0,100.0,1000.0,海南,12/31/2022,,否
000002.SZ,万科A,合肥万科企业有限公司,10449772.0,全资子公司,20000.0,100.0,20000.0,合肥,12/31/2022,,否
000002.SZ,万科A,唐山万科房地产开发有限公司,10449833.0,间接全资子公司,20000.0,100.0,20000.0,唐山,12/31/2022,,否
000002.SZ,万科A,芜湖万科房地产有限公司,10449888.0,全资子公司,6000.0,100.0,6000.0,芜湖,12/31/2022,,否
000002.SZ,万科A,西安万科企业有限公司,10449918.0,全资子公司,2000.0,100.0,2000.0,西安,12/31/2022,,否
000002.SZ,万科A,徐州万科企业有限公司,10449961.0,全资子公司,10000.0,100.0,10000.0,徐州,12/31/2022,,否
000002.SZ,万科A,扬州万科房地产有限公司,10449982.0,全资子公司,1000.0,100.0,1000.0,扬州,12/31/2022,,否
000002.SZ,万科A,浙江浙南万科房地产有限公司,10450054.0,全资子公司,130000.0,100.0,130000.0,温州,12/31/2022,,否
000002.SZ,万科A,郑州万科企业有限公司,10450062.0,全资子公司,10000.0,100.0,10000.0,郑州,12/31/2022,,否
000002.SZ,万科A,太原万科企业有限公司,10450328.0,全资子公司,10000.0,100.0,10000.0,太原,12/31/2022,,否
000002.SZ,万科A,深圳市万睿智能科技有限公司,10450790.0,间接控股子公司,5606.0,56.06,10000.0,深圳,12/31/2022,智能科技,否
000002.SZ,万科A,福建伯恩物业集团有限公司,10586337.0,间接控股子公司,3481.326,56.06,6210.0,福州,12/31/2022,物业服务,三板摘牌(870995.NQ 伯恩物业)
000002.SZ,万科A,Vanke Holdings USA LLC,10724542.0,间接全资子公司,97250.1,100.0,97250.1,美国,12/31/2022,投资,否
000002.SZ,万科A,嘉兴万科房地产开发有限公司,10747795.0,间接全资子公司,10000.0,100.0,10000.0,嘉兴,12/31/2022,,否
000002.SZ,万科A,南通万科企业有限公司,10747796.0,间接全资子公司,5000.0,100.0,5000.0,南通,12/31/2022,,否
000002.SZ,万科A,珠海市泊寓公寓管理有限公司,10920967.0,间接全资子公司,500.0,100.0,500.0,珠海,12/31/2022,长租公寓,否
000002.SZ,万科A,石家庄万科企业有限公司,10920968.0,间接全资子公司,5000.0,100.0,5000.0,石家庄,12/31/2022,,否
000002.SZ,万科A,吉林省松花湖国际度假区开发有限公司,10920971.0,间接全资子公司,110000.0,100.0,110000.0,吉林,12/31/2022,旅游度假,否
000004.SZ,国华网安,北京智游网安科技有限公司,10000017179.0,全资子公司,3012.9078,100.0,3012.9078,北京市,06/30/2023,移动应用安全服务,否
000004.SZ,国华网安,深圳市国华创讯科技有限公司,10000601022.0,控股子公司,255.0,51.0,500.0,深圳市,06/30/2023,软件技术开发及服务,否
000004.SZ,国华网安,深圳市国华鸿智科技有限公司,10000601014.0,控股子公司,300.0,60.0,500.0,深圳市,06/30/2023,软件技术开发及服务,否
000004.SZ,国华网安,深圳市国华物安科技有限公司,10000600887.0,控股子公司,300.0,60.0,500.0,深圳市,06/30/2023,软件技术开发及服务,否
000004.SZ,国华网安,深圳市国华智安科技有限公司,10000600774.0,控股子公司,510.0,51.0,1000.0,深圳市,06/30/2023,软件技术开发及服务,否
000004.SZ,国华网安,山东中安恒宁应急产业集团有限公司,10000303905.0,间接控股子公司,2601.0,51.0,5100.0,淄博市,06/30/2023,专业技术服务业,否
000004.SZ,国华网安,深圳国科投资有限公司,10673539.0,全资子公司,500.0,100.0,500.0,深圳市,06/30/2023,企业投资,否
000004.SZ,国华网安,北京中安恒宁科技有限公司,10000414876.0,间接控股子公司,255.0,51.0,500.0,北京市,06/30/2023,软件技术开发及服务,否
000004.SZ,国华网安,四川智游网安科技有限公司,10000414817.0,间接全资子公司,5000.0,100.0,5000.0,成都市,06/30/2023,软件技术开发及服务,否
000004.SZ,国华网安,极客信安(成都)科技有限公司,10000340819.0,联营企业,1150.0,23.0,5000.0,成都,06/30/2023,互联网和相关服务,否
000004.SZ,国华网安,山东智游网安科技有限公司,10000214637.0,间接控股子公司,950.0,95.0,1000.0,淄博市,06/30/2023,软件技术开发及服务,否
000004.SZ,国华网安,贵阳智游网安科技有限公司,10000214635.0,间接全资子公司,500.0,100.0,500.0,贵阳市,06/30/2023,软件技术开发及服务,否
000004.SZ,国华网安,深圳智游网安科技有限公司,10000124786.0,间接全资子公司,500.0,100.0,500.0,深圳市,06/30/2023,软件技术开发及服务,否
000004.SZ,国华网安,深圳爱加密科技有限公司,10000097003.0,间接全资子公司,2000.0,100.0,2000.0,深圳市,06/30/2023,软件技术开发及服务,否
000004.SZ,国华网安,深圳市爱内测科技有限公司,10000093285.0,间接全资子公司,500.0,100.0,500.0,深圳市,06/30/2023,软件技术开发及服务,否
000004.SZ,国华网安,深圳市移动信安技术服务有限公司,10000093275.0,间接全资子公司,100.0,100.0,100.0,深圳市,06/30/2023,软件技术开发及服务,否
000004.SZ,国华网安,山东中安恒宁应急产业集团有限公司,10000303905.0,间接控股子公司,2601.0,51.0,5100.0,淄博市,12/31/2022,专业技术服务业,否
000004.SZ,国华网安,北京智游网安科技有限公司,10000017179.0,全资子公司,3012.9078,100.0,3012.9078,北京市,12/31/2022,移动应用安全服务,否
000004.SZ,国华网安,深圳市移动信安技术服务有限公司,10000093275.0,间接全资子公司,100.0,100.0,100.0,深圳市,12/31/2022,软件技术开发及服务,否
000004.SZ,国华网安,深圳市爱内测科技有限公司,10000093285.0,间接全资子公司,500.0,100.0,500.0,深圳市,12/31/2022,软件技术开发及服务,否
000004.SZ,国华网安,深圳爱加密科技有限公司,10000097003.0,间接全资子公司,2000.0,100.0,2000.0,深圳市,12/31/2022,软件技术开发及服务,否
000004.SZ,国华网安,深圳智游网安科技有限公司,10000124786.0,间接全资子公司,500.0,100.0,500.0,深圳市,12/31/2022,软件技术开发及服务,否
000004.SZ,国华网安,贵阳智游网安科技有限公司,10000214635.0,间接全资子公司,500.0,100.0,500.0,贵阳市,12/31/2022,软件技术开发及服务,否
000004.SZ,国华网安,山东智游网安科技有限公司,10000214637.0,间接控股子公司,950.0,95.0,1000.0,淄博市,12/31/2022,软件技术开发及服务,否
000004.SZ,国华网安,极客信安(成都)科技有限公司,10000340819.0,联营企业,1150.0,23.0,5000.0,成都,12/31/2022,互联网和相关服务,否
000004.SZ,国华网安,四川智游网安科技有限公司,10000414817.0,间接全资子公司,5000.0,100.0,5000.0,成都市,12/31/2022,软件技术开发及服务,否
000004.SZ,国华网安,北京中安恒宁科技有限公司,10000414876.0,间接控股子公司,255.0,51.0,500.0,北京市,12/31/2022,软件技术开发及服务,否
000004.SZ,国华网安,深圳国科投资有限公司,10673539.0,全资子公司,500.0,100.0,500.0,深圳市,12/31/2022,企业投资,否
000005.SZ,ST星源,深圳市海立方生物科技有限公司,10000003513.0,控股子公司,104.081633,51.0,204.081633,深圳市,06/30/2023,生物科技,否
000005.SZ,ST星源,深圳市蓝色空间创意城市基建有限公司,10000095361.0,参股子公司,,,1000.0,广东省深圳市,06/30/2023,,否
000005.SZ,ST星源,深圳清研紫光科技有限公司,10435015.0,参股子公司,,,2000.0,广东省深圳市,06/30/2023,,否
000005.SZ,ST星源,深圳光骅实业有限公司,10007803.0,参股子公司,,,900.0,广东省深圳市,06/30/2023,,否
000005.SZ,ST星源,创意星源生物精炼科技(湛江)有限公司,10000607984.0,参股子公司,,,200.0,广东省湛江市,06/30/2023,,否
000005.SZ,ST星源,Head Crown Business Park Development Limited,10136935.0,参股子公司,,,0.0,,06/30/2023,,否
000005.SZ,ST星源,赣州环博环保科技有限公司,10934583.0,间接全资子公司,50.0,100.0,50.0,江西,06/30/2023,环保工程,否
000005.SZ,ST星源,深圳市清研紫光投资有限公司,10934580.0,全资子公司,200.0,100.0,200.0,深圳市,06/30/2023,投资,否
000005.SZ,ST星源,云南誉博环保科技有限公司,10934577.0,间接控股子公司,2880.0,90.0,3200.0,云南,06/30/2023,环保服务及运营,否
000005.SZ,ST星源,深圳市创意星源城市能源投资发展有限公司,10770660.0,控股子公司,27000.0,90.0,30000.0,深圳市,06/30/2023,投资,否
000005.SZ,ST星源,富岛电力投资(香港)有限公司,10713021.0,控股子公司,,90.0,,香港,06/30/2023,水电投资开发,否
