股票代码,证券简称,参控公司,参控公司代码,参控关系,投资额(万元),持股比例(%),注册资本(万元),注册地,报告期,主营业务,是否上市/挂牌
000035.SZ,中国天楹,防城港天楹城市环境服务有限公司,10000126538.0,间接全资子公司,120.0,100.0,120.0,广西,06/30/2023,垃圾分类与收运服务,否
000035.SZ,中国天楹,西吉县楹环环境科技有限公司,10000099001.0,间接全资子公司,650.0,100.0,650.0,宁夏,06/30/2023,垃圾分类与收运服务,否
000035.SZ,中国天楹,如东天恒环境服务有限公司,10000087407.0,间接控股子公司,1650.0,55.0,3000.0,吉林,06/30/2023,垃圾分类与收运服务,否
000035.SZ,中国天楹,中国天楹(香港)投资有限公司,10000053956.0,间接控股子公司,,90.0,,中国香港,06/30/2023,投资,否
000035.SZ,中国天楹,泗阳天楹城市环境服务有限公司,10000053918.0,间接全资子公司,800.0,100.0,800.0,江苏,06/30/2023,垃圾分类与收运服务,否
000035.SZ,中国天楹,上海天楹环境发展有限公司,10000053835.0,全资子公司,5000.0,100.0,5000.0,上海,06/30/2023,技术开发与服务,否
000035.SZ,中国天楹,河内天禹环保能源股份公司,10000032610.0,间接控股子公司,6009.6,93.9,6400.0,越南,06/30/2023,电力生产业,否
000035.SZ,中国天楹,清化天禹环保能源有限公司,10000032605.0,间接控股子公司,,80.0,,越南,06/30/2023,电力生产业,否
000035.SZ,中国天楹,西安市阎良区楹环城市环境服务有限公司,10000032578.0,间接全资子公司,2200.0,100.0,2200.0,陕西,06/30/2023,垃圾分类与收运服务,否
000035.SZ,中国天楹,泰州楹泰环境服务有限公司,10000032566.0,间接全资子公司,1500.0,100.0,1500.0,江苏,06/30/2023,垃圾分类与收运服务,否
000035.SZ,中国天楹,启东天楹市容环境服务有限公司,10000032549.0,间接全资子公司,1000.0,100.0,1000.0,江苏,06/30/2023,垃圾分类与收运服务,否
000035.SZ,中国天楹,辉南楹环城市环境服务有限公司,10000032533.0,间接全资子公司,1000.0,100.0,1000.0,吉林,06/30/2023,垃圾分类与收运服务,否
000035.SZ,中国天楹,红河楹环城市环境服务有限公司,10000032530.0,间接全资子公司,300.0,100.0,300.0,云南,06/30/2023,垃圾分类与收运服务,否
000035.SZ,中国天楹,香港楹展投资有限公司,10000017305.0,间接全资子公司,,100.0,,中国香港,06/30/2023,投资,否
000035.SZ,中国天楹,南通天城餐厨废弃物处理有限公司,10980645.0,控股子公司,9200.0,80.0,11500.0,江苏,12/31/2022,餐厨废弃物的收集、运输和处置,否
000035.SZ,中国天楹,联萃投资有限公司(比利时),10997628.0,间接控股子公司,,70.0,,比利时,12/31/2022,投资,否
000035.SZ,中国天楹,张北楹环环境服务有限公司,,间接全资子公司,,100.0,,河北,12/31/2022,垃圾分类与收运服务,否
000035.SZ,中国天楹,欧宝上城市环境服务有限公司,,间接全资子公司,,100.0,,上海,12/31/2022,垃圾分类与收运服务,否
000035.SZ,中国天楹,江苏合楹建设工程有限公司,10000540522.0,参股子公司,,,10000.0,江苏省南通市,12/31/2022,,否
000035.SZ,中国天楹,上海铂科企业管理合伙企业(有限合伙),10000540524.0,参股子公司,,,,上海市,12/31/2022,,否
000035.SZ,中国天楹,苏州国信金融投资集团有限公司,10491897.0,参股子公司,,,73300.0,江苏省苏州市,12/31/2022,,否
000035.SZ,中国天楹,太仓津源投资中心(有限合伙),10000042147.0,参股子公司,,,35000.0,江苏省苏州市,12/31/2022,,否
000035.SZ,中国天楹,香港楹展投资有限公司,10000017305.0,间接全资子公司,,100.0,,中国香港,12/31/2022,投资,否
000035.SZ,中国天楹,红河楹环城市环境服务有限公司,10000032530.0,间接全资子公司,300.0,100.0,300.0,云南,12/31/2022,垃圾分类与收运服务,否
000035.SZ,中国天楹,辉南楹环城市环境服务有限公司,10000032533.0,间接全资子公司,1000.0,100.0,1000.0,吉林,12/31/2022,垃圾分类与收运服务,否
000035.SZ,中国天楹,嘉兴天楹城市环境服务有限公司,10000032534.0,间接全资子公司,1000.0,100.0,1000.0,浙江,12/31/2022,垃圾分类与收运服务,否
000035.SZ,中国天楹,西安市阎良区楹环城市环境服务有限公司,10000032578.0,间接全资子公司,2200.0,100.0,2200.0,陕西,12/31/2022,垃圾分类与收运服务,否
000035.SZ,中国天楹,南通天宏环境服务有限公司,10000032546.0,间接控股子公司,1650.0,55.0,3000.0,江苏,12/31/2022,垃圾分类与收运服务,否
000035.SZ,中国天楹,启东天楹市容环境服务有限公司,10000032549.0,间接全资子公司,1000.0,100.0,1000.0,江苏,12/31/2022,垃圾分类与收运服务,否
000035.SZ,中国天楹,泰州楹泰环境服务有限公司,10000032566.0,间接全资子公司,1500.0,100.0,1500.0,江苏,12/31/2022,垃圾分类与收运服务,否
000035.SZ,中国天楹,清化天禹环保能源有限公司,10000032605.0,间接控股子公司,,80.0,,越南,12/31/2022,电力生产业,否
000035.SZ,中国天楹,河内天禹环保能源股份公司,10000032610.0,间接控股子公司,6009.6,93.9,6400.0,越南,12/31/2022,电力生产业,否
000035.SZ,中国天楹,上海天楹环境发展有限公司,10000053835.0,全资子公司,5000.0,100.0,5000.0,上海,12/31/2022,技术开发与服务,否
000035.SZ,中国天楹,泗阳天楹城市环境服务有限公司,10000053918.0,间接全资子公司,800.0,100.0,800.0,江苏,12/31/2022,垃圾分类与收运服务,否
000035.SZ,中国天楹,中国天楹(香港)投资有限公司,10000053956.0,间接控股子公司,,90.0,,中国香港,12/31/2022,投资,否
000035.SZ,中国天楹,如东天恒环境服务有限公司,10000087407.0,间接控股子公司,1650.0,55.0,3000.0,吉林,12/31/2022,垃圾分类与收运服务,否
000035.SZ,中国天楹,云南天楹投资有限公司,10000098598.0,全资子公司,50000.0,100.0,50000.0,云南,12/31/2022,投资,否
000035.SZ,中国天楹,西吉县楹环环境科技有限公司,10000099001.0,间接全资子公司,650.0,100.0,650.0,宁夏,12/31/2022,垃圾分类与收运服务,否
000035.SZ,中国天楹,防城港天楹城市环境服务有限公司,10000126538.0,间接全资子公司,120.0,100.0,120.0,广西,12/31/2022,垃圾分类与收运服务,否
000035.SZ,中国天楹,江苏中楹商务发展有限公司,10000126539.0,全资子公司,10000.0,100.0,10000.0,江苏,12/31/2022,商务,否
000035.SZ,中国天楹,江苏天楹等离子体科技有限公司,10000126541.0,全资子公司,28000.0,100.0,28000.0,江苏,12/31/2022,危险废物经营,否
000035.SZ,中国天楹,项城市天楹环保能源有限公司,10000126542.0,间接全资子公司,11500.0,100.0,11500.0,山西,12/31/2022,电力生产业,否
000035.SZ,中国天楹,海安楹环农村环境服务有限公司,10000126543.0,间接全资子公司,1000.0,100.0,1000.0,江苏,12/31/2022,垃圾分类与收运服务,否
000035.SZ,中国天楹,欧洲中楹有限公司,10000126544.0,全资子公司,,100.0,,比利时,12/31/2022,垃圾焚烧发电、能源投资、技术研发,否
000035.SZ,中国天楹,江苏海通经贸有限公司,10000126546.0,全资子公司,20000.0,100.0,20000.0,江苏,12/31/2022,供应链管理,否
000035.SZ,中国天楹,华楹(新加坡)私人有限公司,10000135945.0,间接控股子公司,,65.0,,新加坡,12/31/2022,投资,否
000035.SZ,中国天楹,常州常楹等离子体科技有限公司,10000198702.0,间接全资子公司,800.0,100.0,800.0,江苏,12/31/2022,等离子业务,否
000035.SZ,中国天楹,海安中楹等离子体科技有限公司,10000200177.0,间接全资子公司,5000.0,100.0,5000.0,江苏,12/31/2022,等离子业务,否
000035.SZ,中国天楹,海安楹瑞资源循环利用有限公司,10000200178.0,间接全资子公司,1000.0,100.0,1000.0,江苏,12/31/2022,再生资源回收、加工、销售,否
000035.SZ,中国天楹,北京天楹环境科技有限公司,10000200179.0,全资子公司,10000.0,100.0,10000.0,北京,12/31/2022,垃圾分类与收运服务,否
000035.SZ,中国天楹,徐州市铜山区中楹环境服务有限公司,10000200180.0,间接全资子公司,200.0,100.0,200.0,江苏,12/31/2022,垃圾分类与收运服务,否
000035.SZ,中国天楹,成都楹环城市环境服务有限公司,10000200188.0,间接全资子公司,10000.0,100.0,10000.0,成都,12/31/2022,垃圾分类与收运服务,否
000035.SZ,中国天楹,南京中楹市容环境服务有限公司,10000200190.0,间接全资子公司,500.0,100.0,500.0,江苏,12/31/2022,垃圾分类与收运服务,否
000035.SZ,中国天楹,宿迁楹环市容环境服务有限公司,10000200196.0,间接全资子公司,500.0,100.0,500.0,江苏,12/31/2022,垃圾分类与收运服务,否
000035.SZ,中国天楹,西安天楹城市环境服务有限公司,10000200198.0,间接控股子公司,255.0,51.0,500.0,陕西,12/31/2022,垃圾分类与收运服务,否
000035.SZ,中国天楹,海安楹强环卫装备制造有限公司,10000200200.0,间接全资子公司,1000.0,100.0,1000.0,江苏,12/31/2022,装备制造,否
000035.SZ,中国天楹,武汉兴楹城市环境服务有限公司,10000200201.0,间接控股子公司,510.0,51.0,1000.0,湖北,12/31/2022,垃圾分类与收运服务,否
000035.SZ,中国天楹,扬州扬楹等离子体科技有限公司,10000200206.0,间接全资子公司,1158.71,100.0,1158.71,江苏,12/31/2022,等离子业务,否
000035.SZ,中国天楹,扬州沃楹环境服务有限公司,10000200359.0,间接控股子公司,,51.0,,江苏,12/31/2022,垃圾分类与收运服务,否
000035.SZ,中国天楹,江苏天楹机器人智能科技有限公司,10000214658.0,全资子公司,10000.0,100.0,10000.0,江苏,12/31/2022,机器人业务,否
000035.SZ,中国天楹,上海智楹机器人科技有限公司,10000214673.0,间接全资子公司,10000.0,100.0,10000.0,上海,12/31/2022,机器人业务,否
000035.SZ,中国天楹,中楹国际供应链管理(海南)有限公司,10000253300.0,间接全资子公司,2000.0,100.0,2000.0,江苏,12/31/2022,供应链管理,否
000035.SZ,中国天楹,锡林浩特市天楹环保能源有限公司,10000253315.0,控股子公司,6292.994634,76.74,8200.41,内蒙古,12/31/2022,电力生产业,否
000035.SZ,中国天楹,中楹国际环保产业投资(武汉)有限公司,10000253330.0,全资子公司,50000.0,100.0,50000.0,湖北,12/31/2022,投资,否
000035.SZ,中国天楹,滨州楹强城市环境服务有限公司,10000253492.0,间接全资子公司,1000.0,100.0,1000.0,山东,12/31/2022,垃圾分类与收运服务,否
000035.SZ,中国天楹,江苏楹能环保科技发展有限公司,10000253890.0,间接全资子公司,10000.0,100.0,10000.0,江苏,12/31/2022,电力生产业,否
000035.SZ,中国天楹,重庆江楹城市环境服务有限公司,10000253899.0,间接全资子公司,1000.0,100.0,1000.0,重庆,12/31/2022,垃圾分类与收运服务,否
000035.SZ,中国天楹,江苏斯瑞资源循环利用有限公司,10000253915.0,全资子公司,20000.0,100.0,20000.0,江苏,12/31/2022,再生资源回收、加工、销售,否
000035.SZ,中国天楹,南通通楹环保能源有限公司,10000253917.0,间接控股子公司,10500.0,70.0,15000.0,江苏,12/31/2022,电力生产业,否
000035.SZ,中国天楹,海安楹强秸秆科技服务有限公司,10000253925.0,间接全资子公司,1000.0,100.0,1000.0,江苏,12/31/2022,农作物秸秆处理及加工利用服务,否
000035.SZ,中国天楹,乌海楹环城市环境管理有限公司,10000253940.0,间接全资子公司,500.0,100.0,500.0,内蒙古,12/31/2022,垃圾分类与收运服务,否
000035.SZ,中国天楹,锡林浩特市天楹餐厨废弃物处理有限公司,10000253942.0,全资子公司,718.49,100.0,718.49,内蒙古,12/31/2022,餐厨废弃物的收集、运输和处置,否
000035.SZ,中国天楹,东台楹环物业管理服务有限公司,10000253949.0,间接全资子公司,200.0,100.0,200.0,江苏,12/31/2022,垃圾分类与收运服务,否
000035.SZ,中国天楹,"Benefits & Increases,S GPS,Unipessoal,Ltd.",10000254028.0,间接全资子公司,,100.0,,葡萄牙,12/31/2022,保险,否
000035.SZ,中国天楹,Atlas Renewable LLC,10000291961.0,间接控股子公司,,51.0,,美国,12/31/2022,商务,否
000035.SZ,中国天楹,江苏能楹新能源科技发展有限公司,10000301797.0,全资子公司,200000.0,100.0,200000.0,江苏,12/31/2022,新兴能源技术研发、储能技术服务,否
000035.SZ,中国天楹,如东锦楹新能源科技发展有限公司,10000313807.0,间接全资子公司,10500.0,100.0,10500.0,江苏,12/31/2022,新兴能源技术研发、储能技术服务,否
000035.SZ,中国天楹,江苏天楹资源回收有限公司,10000315760.0,全资子公司,10000.0,100.0,10000.0,江苏,12/31/2022,城市生活垃圾经营性服务,否
000035.SZ,中国天楹,西安楹瑞再生资源利用有限公司,10000315776.0,间接全资子公司,1000.0,100.0,1000.0,陕西,12/31/2022,再生资源回收、加工、销售,否
000035.SZ,中国天楹,CNTYAustralia Pty Ltd.,10000315793.0,间接控股子公司,,80.0,,澳大利亚,12/31/2022,投资,否
000035.SZ,中国天楹,四川山楹环境科技有限公司,10000316582.0,间接控股子公司,660.0,66.0,1000.0,四川,12/31/2022,垃圾分类与收运服务,否
000035.SZ,中国天楹,泗阳楹瑞资源循环利用有限公司,10000316585.0,间接全资子公司,1000.0,100.0,1000.0,江苏,12/31/2022,再生资源回收、加工、销售,否
000035.SZ,中国天楹,唐山玉楹等离子体科技有限公司,10000316587.0,间接控股子公司,4000.0,80.0,5000.0,河北,12/31/2022,等离子业务,否
000035.SZ,中国天楹,香港天楹国际有限公司,10000316592.0,间接全资子公司,,100.0,,中国香港,12/31/2022,投资,否
000035.SZ,中国天楹,Waste to Clean Energy forAustralia Pty Ltd.,10000316594.0,间接控股子公司,,80.0,,澳大利亚,12/31/2022,垃圾焚烧发电、能源投资、技术研发,否
000035.SZ,中国天楹,延吉天楹环境服务有限公司,10000316595.0,间接全资子公司,2000.0,100.0,2000.0,吉林,12/31/2022,垃圾分类与收运服务,否
000035.SZ,中国天楹,扬州江楹等离子体科技有限公司,10000316597.0,间接全资子公司,1000.0,100.0,1000.0,江苏,12/31/2022,等离子业务,否
000035.SZ,中国天楹,楹瑞再生资源(上海)有限公司,10000316603.0,间接全资子公司,10000.0,100.0,10000.0,上海,12/31/2022,再生资源回收、加工、销售,否
000035.SZ,中国天楹,南通楹能供热有限公司,10000316604.0,间接全资子公司,1060.0,100.0,1060.0,江苏,12/31/2022,热力生产和供应,否
000035.SZ,中国天楹,南通楹瑞资源循环利用有限公司,10000316607.0,间接全资子公司,1000.0,100.0,1000.0,江苏,12/31/2022,再生资源回收、加工、销售,否
000035.SZ,中国天楹,平顶山市保德利医疗废物处置有限公司,10000316610.0,间接全资子公司,2114.98,100.0,2114.98,河南,12/31/2022,等离子业务,否
000035.SZ,中国天楹,秦皇岛楹瑞资源再生利用有限公司,10000316612.0,间接全资子公司,1000.0,100.0,1000.0,河北,12/31/2022,再生资源回收、加工、销售,否
000035.SZ,中国天楹,固原天楹城市环境服务有限公司,10000316642.0,间接全资子公司,3000.0,100.0,3000.0,宁夏,12/31/2022,垃圾分类与收运服务,否
000035.SZ,中国天楹,江苏楹核环保科技有限公司,10000316646.0,间接全资子公司,50000.0,100.0,50000.0,江苏,12/31/2022,民用核材料处置、核材料处置,否
000035.SZ,中国天楹,江苏楹品优选贸易有限公司,10000316648.0,间接全资子公司,1000.0,100.0,1000.0,江苏,12/31/2022,供应链管理,否
000035.SZ,中国天楹,京津冀楹瑞再生资源利用(保定)有限公司,10000316650.0,间接全资子公司,3000.0,100.0,3000.0,河北,12/31/2022,再生资源回收、加工、销售,否
000035.SZ,中国天楹,阿特拉斯(江苏)新能源科技有限公司,10000326184.0,间接全资子公司,20000.0,100.0,20000.0,江苏,12/31/2022,科学研究和技术服务业,否
000035.SZ,中国天楹,如东能楹光伏电力有限公司,10000395055.0,间接全资子公司,160000.0,100.0,160000.0,江苏,12/31/2022,电力、热力、燃气及水生产和供应业,否
000035.SZ,中国天楹,如东能楹储能科技有限公司,10000395329.0,间接全资子公司,19530.0,100.0,19530.0,江苏,12/31/2022,科学研究和技术服务业,否
000035.SZ,中国天楹,Firion Investment S.L.,10000420152.0,间接全资子公司,,100.0,,西班牙,12/31/2022,投资,否
000035.SZ,中国天楹,上海中楹国际贸易有限公司,10000420164.0,全资子公司,50000.0,100.0,50000.0,上海,12/31/2022,批发,否
000035.SZ,中国天楹,成都凯尔思医院管理服务有限公司,10000420166.0,间接全资子公司,2300.0,100.0,2300.0,成都,12/31/2022,租赁和商务服务业,否
000035.SZ,中国天楹,西安凯尔思医院管理服务有限公司,10000420169.0,间接全资子公司,3000.0,100.0,3000.0,陕西,12/31/2022,租赁和商务服务业,否
000035.SZ,中国天楹,上海绪柏环境科技有限公司,10000420171.0,间接全资子公司,10.0,100.0,10.0,上海,12/31/2022,科学研究和技术服务业,否
000035.SZ,中国天楹,雅加达雅天有限公司,10000556878.0,间接控股子公司,,52.7,,印度尼西亚,12/31/2022,环保行业,否
000035.SZ,中国天楹,新疆汇和瀚洋环境工程技术有限公司,10000420174.0,间接全资子公司,10000.0,100.0,10000.0,新疆,12/31/2022,科学研究和技术服务业,否
000035.SZ,中国天楹,苏州鼎楹新能源科技有限公司,10000505841.0,间接全资子公司,10000.0,100.0,10000.0,江苏,12/31/2022,租赁和商务服务业,否
000035.SZ,中国天楹,长沙楹瑞再生资源利用有限公司,10000556877.0,间接全资子公司,1000.0,100.0,1000.0,湖南,12/31/2022,制造业,否
000035.SZ,中国天楹,北京天楹正和科技发展有限公司,10000556888.0,间接控股子公司,3000.0,60.0,5000.0,北京,12/31/2022,科学研究和技术服务业,否
000035.SZ,中国天楹,菏泽能楹电力有限公司,10000556889.0,间接全资子公司,700.0,100.0,700.0,山东,12/31/2022,电力、热力、燃气及水生产和供应业,否
000035.SZ,中国天楹,海安海楹危废处理有限公司,10000556892.0,间接全资子公司,1500.0,100.0,1500.0,江苏,12/31/2022,危险废物治理,否
000035.SZ,中国天楹,内蒙古天楹能源有限公司,10000556895.0,全资子公司,200000.0,100.0,200000.0,内蒙古,12/31/2022,电力、热力、燃气及水生产和供应业,否
000035.SZ,中国天楹,菏泽光楹电力有限公司,10000556911.0,间接全资子公司,700.0,100.0,700.0,山东,12/31/2022,电力、热力、燃气及水生产和供应业,否
000035.SZ,中国天楹,武汉楹瑞再生资源利用有限公司,10000556914.0,间接全资子公司,1000.0,100.0,1000.0,湖北,12/31/2022,批发和零售业,否
000035.SZ,中国天楹,呼和浩特天楹资源回收有限公司,10000556917.0,间接全资子公司,1000.0,100.0,1000.0,内蒙古,12/31/2022,批发和零售业,否
000035.SZ,中国天楹,宁晋县楹环环境服务有限公司,10000556918.0,间接全资子公司,100.0,100.0,100.0,河北,12/31/2022,水利、环境和公共设施管理业,否
000035.SZ,中国天楹,如东天燕环境服务有限公司,10000556931.0,间接全资子公司,300.0,100.0,300.0,江苏,12/31/2022,居民服务、修理和其他服务业,否
000035.SZ,中国天楹,盈联电信投资(香港)有限公司,10000556932.0,间接控股子公司,,50.99,,中国香港,12/31/2022,投资,否
000035.SZ,中国天楹,北京天楹零碳技术研究院有限公司,10000556954.0,控股子公司,2700.0,90.0,3000.0,北京,12/31/2022,科学研究和技术服务业,否
000035.SZ,中国天楹,合肥楹瑞再生资源利用有限公司,10000556967.0,间接全资子公司,1000.0,100.0,1000.0,安徽,12/31/2022,批发和零售业,否
000035.SZ,中国天楹,泰州楹环环境服务有限公司,10000556977.0,间接全资子公司,100.0,100.0,100.0,江苏,12/31/2022,水利、环境和公共设施管理业,否
000035.SZ,中国天楹,北京天楹零碳科技发展有限公司,10000556987.0,全资子公司,10000.0,100.0,10000.0,北京,12/31/2022,科学研究和技术服务业,否
000035.SZ,中国天楹,北京天楹鼎士科技发展有限公司,10000556998.0,间接控股子公司,600.0,60.0,1000.0,北京,12/31/2022,科学研究和技术服务业,否
000035.SZ,中国天楹,盐城楹瑞资源循环利用有限公司,10000557001.0,间接全资子公司,1000.0,100.0,1000.0,江苏,12/31/2022,批发和零售业,否
000035.SZ,中国天楹,印尼天楹有限公司,10000557002.0,间接全资子公司,,100.0,,印度尼西亚,12/31/2022,投资,否
000035.SZ,中国天楹,海安楹坤农村环境服务有限公司,10000557015.0,间接全资子公司,30.0,100.0,30.0,江苏,12/31/2022,水利、环境和公共设施管理业,否
000035.SZ,中国天楹,如东能楹电力成套设备有限公司,10000557020.0,间接全资子公司,15000.0,100.0,15000.0,江苏,12/31/2022,电力、热力、燃气及水生产和供应业,否
000035.SZ,中国天楹,海安楹泰农村环境服务有限公司,10000557028.0,间接全资子公司,30.0,100.0,30.0,江苏,12/31/2022,居民服务、修理和其他服务业,否
000035.SZ,中国天楹,SOUTH ISLAND RESOURCE RECOVERY LTD,10000557043.0,参股子公司,,41.0,,奥克兰,12/31/2022,环保行业,否
000035.SZ,中国天楹,池州市天楹供销社资源回收有限公司,10000557098.0,间接控股子公司,1400.0,70.0,2000.0,安徽,12/31/2022,制造业,否
000035.SZ,中国天楹,安楹资产管理有限公司,10000557108.0,间接全资子公司,,100.0,,中国香港,12/31/2022,资产管理,否
000035.SZ,中国天楹,驻马店驿楹环保科技有限公司,10000557112.0,间接全资子公司,500.0,100.0,500.0,河南,12/31/2022,水利、环境和公共设施管理业,否
000035.SZ,中国天楹,南京楹瑞资源循环利用有限公司,10000557139.0,间接全资子公司,1000.0,100.0,1000.0,江苏,12/31/2022,批发和零售业,否
000035.SZ,中国天楹,内蒙古天通能源有限公司,10000557159.0,间接控股子公司,160000.0,80.0,200000.0,内蒙古,12/31/2022,电力、热力、燃气及水生产和供应业,否
000035.SZ,中国天楹,任丘市楹环环卫服务有限公司,10000557176.0,间接全资子公司,100.0,100.0,100.0,河北,12/31/2022,水利、环境和公共设施管理业,否
000035.SZ,中国天楹,元氏县楹环环境服务有限公司,10000557207.0,间接全资子公司,100.0,100.0,100.0,河北,12/31/2022,水利、环境和公共设施管理业,否
000035.SZ,中国天楹,江苏天楹环保能源有限公司,10312893.0,全资子公司,76365.7805,100.0,76365.7805,江苏,12/31/2022,垃圾处理、装备制造等,否
000035.SZ,中国天楹,深圳市初谷实业有限公司,10435088.0,间接全资子公司,1326.2008,100.0,1326.2008,深圳,12/31/2022,实业投资,否
000035.SZ,中国天楹,滨州天楹环保能源有限公司,10421826.0,间接全资子公司,23300.0,100.0,23300.0,山东,12/31/2022,电力生产业,否
000035.SZ,中国天楹,辽源天楹环保能源有限公司,10421827.0,间接全资子公司,29860.0,100.0,29860.0,吉林,12/31/2022,电力生产业,否
000035.SZ,中国天楹,深圳市兴晖投资发展有限公司,10435087.0,间接全资子公司,1880.0,100.0,1880.0,深圳,12/31/2022,投资,否
000035.SZ,中国天楹,北京鹿苑天闻投资顾问有限责任公司,10443994.0,控股子公司,1125.0,90.0,1250.0,北京,12/31/2022,投资,否
000035.SZ,中国天楹,深圳前海天楹环保产业基金有限公司,10452587.0,全资子公司,3000.0,100.0,3000.0,深圳,12/31/2022,投资,否
000035.SZ,中国天楹,福州天楹环保能源有限公司,10461716.0,间接全资子公司,10068.0,100.0,10068.0,福建,12/31/2022,电力生产业,否
000035.SZ,中国天楹,如东天楹环保能源有限公司,10466757.0,间接全资子公司,10000.0,100.0,10000.0,江苏,12/31/2022,电力生产业,否
000035.SZ,中国天楹,海安天楹环保能源有限公司,10469284.0,间接全资子公司,8500.0,100.0,8500.0,江苏,12/31/2022,电力生产业,否
000035.SZ,中国天楹,南通天楹建筑可再生资源有限公司,10473149.0,间接全资子公司,3000.0,100.0,3000.0,江苏,12/31/2022,建筑垃圾可再生,否
000035.SZ,中国天楹,启东天楹环保能源有限公司,10538193.0,间接全资子公司,6800.0,100.0,6800.0,江苏,12/31/2022,电力生产业,否
000035.SZ,中国天楹,深圳市天楹环保能源有限公司,10556087.0,间接全资子公司,6000.0,100.0,6000.0,深圳,12/31/2022,电力生产业,否
000035.SZ,中国天楹,江苏天楹股权投资私募基金管理有限公司,10565814.0,全资子公司,3000.0,100.0,3000.0,江苏,12/31/2022,投资管理,否
000035.SZ,中国天楹,太和县天楹环保能源有限公司,10579961.0,间接全资子公司,12800.0,100.0,12800.0,安徽,12/31/2022,电力生产业,否
000035.SZ,中国天楹,常宁天楹环保能源有限公司,10580449.0,间接全资子公司,800.0,100.0,800.0,湖南,12/31/2022,电力生产业,否
000035.SZ,中国天楹,牡丹江天楹环保能源有限公司,10585417.0,间接全资子公司,12000.0,100.0,12000.0,黑龙江,12/31/2022,电力生产业,否
000035.SZ,中国天楹,香港加楹投资有限公司,10594777.0,全资子公司,,100.0,,中国香港,12/31/2022,投资,否
000035.SZ,中国天楹,欧洲天楹有限公司,10596130.0,参股子公司,,35.14,,比利时,12/31/2022,垃圾焚烧发电、能源投资、技术研发,否
000035.SZ,中国天楹,江苏天楹工程设计有限公司,10599324.0,间接全资子公司,1000.0,100.0,1000.0,江苏,12/31/2022,工程设计,否
000035.SZ,中国天楹,莒南天楹环保能源有限公司,10600487.0,间接全资子公司,8000.0,100.0,8000.0,山东,12/31/2022,电力生产业,否
000035.SZ,中国天楹,东海县天楹环保能源有限公司,10602290.0,间接全资子公司,800.0,100.0,800.0,江苏,12/31/2022,电力生产业,否
000035.SZ,中国天楹,江苏天楹建设发展有限公司,10602833.0,间接全资子公司,5000.0,100.0,5000.0,江苏,12/31/2022,建筑工程业,否
000035.SZ,中国天楹,重庆天楹环保能源有限公司,10604644.0,间接全资子公司,800.0,100.0,800.0,重庆,12/31/2022,电力生产业,否
000035.SZ,中国天楹,深圳市富佳实业有限公司,10605497.0,间接全资子公司,500.0,100.0,500.0,深圳,12/31/2022,实业投资,否
000035.SZ,中国天楹,深圳市天禧实业有限公司,10605756.0,间接全资子公司,922.7992,100.0,922.7992,深圳,12/31/2022,实业投资,否
000035.SZ,中国天楹,重庆市大足区天楹环保能源有限公司,10605970.0,间接全资子公司,800.0,100.0,800.0,重庆,12/31/2022,电力生产业,否
000035.SZ,中国天楹,延吉天楹环保能源有限公司,10606920.0,间接全资子公司,16500.0,100.0,16500.0,吉林,12/31/2022,电力生产业,否
000035.SZ,中国天楹,加拿大艾浦莱斯有限公司,10608097.0,间接全资子公司,,100.0,,加拿大,12/31/2022,投资,否
000035.SZ,中国天楹,上海天楹环境科技有限公司,10608216.0,全资子公司,2000.0,100.0,2000.0,上海,12/31/2022,技术开发与服务,否
000035.SZ,中国天楹,蒲城天楹环保能源有限公司,10608657.0,间接全资子公司,15800.0,100.0,15800.0,陕西,12/31/2022,电力生产业,否
000035.SZ,中国天楹,南通天楹环保能源有限公司,10635210.0,间接控股子公司,22500.0,75.0,30000.0,江苏,12/31/2022,环保行业,否
000035.SZ,中国天楹,郸城县楹环城市环境服务有限公司,10660934.0,间接全资子公司,5000.0,100.0,5000.0,河南,12/31/2022,垃圾分类与收运服务,否
000035.SZ,中国天楹,重庆市铜梁区天楹环保能源有限公司,10661204.0,间接全资子公司,16800.0,100.0,16800.0,重庆,12/31/2022,电力生产业,否
000035.SZ,中国天楹,重庆市合川区天楹环保能源有限公司,10669163.0,间接全资子公司,800.0,100.0,800.0,重庆,12/31/2022,电力生产业,否
000035.SZ,中国天楹,扬州天楹环保能源有限公司,10679948.0,间接全资子公司,11200.0,100.0,11200.0,江苏,12/31/2022,电力生产业,否
000035.SZ,中国天楹,云梦天楹环保能源有限公司,10679950.0,间接全资子公司,800.0,100.0,800.0,湖北,12/31/2022,电力生产业,否
000035.SZ,中国天楹,江苏楹环城市环境服务有限公司,10696433.0,控股子公司,17999.982,89.1,20202.0,江苏,12/31/2022,城市环境服务,待上市(A20641.SZ 江苏城环)
000035.SZ,中国天楹,上海盈联智能化科技股份有限公司,10696435.0,控股子公司,769.949,50.99,1510.0,上海,12/31/2022,增值电信业务,否
000035.SZ,中国天楹,江苏天楹环保能源成套设备有限公司,10701625.0,间接全资子公司,5154.0,100.0,5154.0,江苏,12/31/2022,设备制造业,否
000035.SZ,中国天楹,南京楹环城市环境服务有限公司,10722591.0,间接全资子公司,10000.0,100.0,10000.0,江苏,12/31/2022,垃圾分类与收运服务,否
000035.SZ,中国天楹,上海天楹城市环境服务有限公司,10722865.0,间接全资子公司,10000.0,100.0,10000.0,上海,12/31/2022,垃圾分类与收运服务,否
